Sample Number,Sample Date,Sample Time,Sample Site,Sample class,Residual Free Chlorine (mg/L),Turbidity (NTU),Fluoride (mg/L),Coliform (Quanti-Tray) (MPN /100mL),E.coli(Quanti-Tray) (MPN/100mL)
201722487,8/12/17,10:44,1S03A,Operational,0.95,0.79,0.68,<1,<1
201722650,8/14/17,10:53,1S03A,Operational,0.86,0.75,0.68,<1,<1
201722751,8/15/17,9:03,1SCL1,Operational,0.5,0.72,0.68,<1,<1
201723318,8/20/17,9:37,1SCL1,Operational,0.6,0.69,0.68,<1,<1
201723398,8/21/17,10:22,1S03A,Operational,0.95,0.75,0.68,<1,<1
201723400,8/21/17,11:27,1SCL1,Operational,0.63,0.79,0.68,<1,<1
201723505,8/22/17,8:23,1S03B,Operational,0.68,0.74,0.68,<1,<1
201723506,8/22/17,10:06,1SCL1,Operational,0.56,0.71,0.68,<1,<1
201723507,8/22/17,9:54,1SCH3,Operational,0.63,0.75,0.68,<1,<1
201723728,8/24/17,9:07,1S03A,Operational,0.94,0.78,0.68,<1,<1
201723730,8/24/17,11:10,1SCL1,Operational,0.7,0.72,0.68,<1,<1
201724159,8/28/17,11:49,1S03,Operational,0.68,0.68,0.68,<1,<1
201724160,8/28/17,11:03,1S03A,Operational,0.86,0.78,0.68,<1,<1
201724161,8/28/17,10:20,1S03B,Operational,0.78,0.71,0.68,<1,<1
201724162,8/28/17,11:15,1SCL1,Operational,0.76,0.79,0.68,<1,<1
201724163,8/28/17,11:00,1SCH3,Operational,0.73,0.67,0.68,<1,<1
201724370,8/30/17,9:13,1S03,Operational,0.76,0.62,0.68,<1,<1
201724371,8/30/17,12:00,1S03A,Operational,0.97,0.67,0.68,<1,<1
201724372,8/30/17,11:06,1S03B,Operational,0.79,0.59,0.68,<1,<1
201724373,8/30/17,8:45,1SCL1,Operational,0.64,0.64,0.68,<1,<1
201724374,8/30/17,8:29,1SCH3,Operational,0.71,0.79,0.68,<1,<1
201724609,9/1/17,9:12,1S03,Operational,0.73,0.64,0.68,<1,<1
201724610,9/1/17,11:42,1S03A,Operational,1,0.74,0.68,<1,<1
201724612,9/1/17,8:46,1SCL1,Operational,0.69,0.65,0.68,<1,<1
201724613,9/1/17,8:34,1SCH3,Operational,0.66,0.7,0.68,<1,<1
201724718,9/2/17,10:16,1S03,Operational,0.69,0.63,0.68,<1,<1
201724719,9/2/17,12:08,1S03A,Operational,0.97,0.55,0.68,<1,<1
201724720,9/2/17,11:04,1S03B,Operational,0.75,0.59,0.68,<1,<1
201724721,9/2/17,9:45,1SCL1,Operational,0.66,0.53,0.68,<1,<1
201724722,9/2/17,9:32,1SCH3,Operational,0.59,0.52,0.68,<1,<1
201724803,9/3/17,8:22,1S03,Operational,0.72,0.61,0.68,<1,<1
201724804,9/3/17,10:56,1S03A,Operational,0.88,0.65,0.68,<1,<1
201724805,9/3/17,10:13,1S03B,Operational,0.71,0.56,0.68,<1,<1
201724806,9/3/17,8:53,1SCL1,Operational,0.62,0.54,0.68,<1,<1
201724807,9/3/17,8:51,1SCH3,Operational,0.67,0.61,0.68,<1,<1
201725074,9/6/17,9:07,1SCH3,Operational,0.65,0.63,0.68,<1,<1
201725075,9/6/17,9:13,11750,Compliance,0.2,0.49,0.68,<1,<1
201725077,9/6/17,9:52,20150,Compliance,0.52,0.57,0.68,<1,<1
201725078,9/6/17,9:11,20650,Compliance,0.66,0.66,0.68,<1,<1
201725081,9/6/17,9:45,31450,Compliance,0.44,0.65,0.68,<1,<1
201725082,9/6/17,10:25,31550,Compliance,0.23,0.56,0.68,<1,<1
201725083,9/6/17,9:19,33050,Compliance,0.52,0.6,0.68,<1,<1
201725084,9/6/17,8:33,33850,Compliance,0.37,0.65,0.68,<1,<1
201725087,9/6/17,11:15,3SC26,Operational,0.54,0.55,0.68,<1,<1
201725090,9/6/17,9:26,47650,Compliance,0.88,0.56,0.68,<1,<1
201725093,9/6/17,11:30,77750,Compliance,0.01,0.52,0.68,<1,<1
201725094,9/6/17,12:18,79550,Compliance,0.31,0.61,0.68,<1,<1
201725207,9/7/17,9:49,1SCL1,Operational,0.69,0.79,0.68,<1,<1
201725325,9/8/17,10:47,1SCH3,Operational,0.64,0.67,0.68,<1,<1
201725418,9/9/17,10:46,1S03A,Operational,0.93,0.7,0.68,<1,<1
201725419,9/9/17,9:53,1S03B,Operational,0.69,0.61,0.68,<1,<1
201725421,9/9/17,8:23,1SCH3,Operational,0.55,0.79,0.68,<1,<1
201725500,9/10/17,9:40,1S03A,Operational,0.9,0.59,0.68,<1,<1
201725501,9/10/17,10:12,1S03B,Operational,0.71,0.58,0.68,<1,<1
201725502,9/10/17,11:19,1SCL1,Operational,0.66,0.61,0.68,<1,<1
201725503,9/10/17,11:14,1SCH3,Operational,0.69,0.62,0.68,<1,<1
201725581,9/11/17,11:07,1S03,Operational,0.64,0.55,0.68,<1,<1
201725676,9/12/17,8:56,1S03,Operational,0.72,0.63,0.68,<1,<1
201726045,9/15/17,10:13,1S03A,Operational,0.97,0.65,0.68,<1,<1
201726150,9/16/17,11:20,1S03,Operational,0.7,0.63,0.68,<1,<1
201726247,9/17/17,8:21,1S03,Operational,0.7,0.6,0.68,<1,<1
201726250,9/17/17,8:58,1SCL1,Operational,0.68,0.61,0.68,<1,<1
201726251,9/17/17,8:56,1SCH3,Operational,0.67,0.67,0.68,<1,<1
201726327,9/18/17,9:23,1S03,Operational,0.76,0.68,0.68,<1,<1
201726328,9/18/17,11:43,1S03A,Operational,0.87,0.96,0.68,<1,<1
201726329,9/18/17,11:03,1S03B,Operational,0.85,0.66,0.68,<1,<1
201726330,9/18/17,9:58,1SCL1,Operational,0.72,0.78,0.68,<1,<1
201726331,9/18/17,9:45,1SCH3,Operational,0.67,0.8,0.68,<1,<1
201726425,9/19/17,9:21,1S03,Operational,0.81,0.6,0.68,<1,<1
201726427,9/19/17,11:26,1S03B,Operational,0.79,0.7,0.68,<1,<1
201726428,9/19/17,9:45,1SCL1,Operational,0.73,0.65,0.68,<1,<1
201726429,9/19/17,9:37,1SCH3,Operational,0.64,0.62,0.68,<1,<1
201726535,9/20/17,9:06,1S03,Operational,0.61,0.53,0.68,<1,<1
201726536,9/20/17,11:32,1S03A,Operational,1.02,0.5,0.68,<1,<1
201726650,9/21/17,9:31,1S03,Operational,0.63,0.46,0.68,<1,<1
201726651,9/21/17,11:14,1S03A,Operational,0.98,0.5,0.68,<1,<1
201726652,9/21/17,10:39,1S03B,Operational,0.69,0.47,0.68,<1,<1
201726653,9/21/17,9:07,1SCL1,Operational,0.59,0.54,0.68,<1,<1
201726654,9/21/17,8:55,1SCH3,Operational,0.47,0.49,0.68,<1,<1
201727118,9/25/17,10:58,1SCL1,Operational,0.73,0.67,0.68,<1,<1
201727216,9/26/17,9:43,1S03,Operational,0.75,0.7,0.68,<1,<1
201727218,9/26/17,10:04,1S03B,Operational,0.68,0.7,0.68,<1,<1
201727444,9/28/17,10:26,1S03B,Operational,0.72,0.64,0.68,<1,<1
201727446,9/28/17,10:07,1SCH3,Operational,0.64,0.66,0.68,<1,<1
201727562,9/29/17,12:10,1S03A,Operational,0.92,0.71,0.68,<1,<1
201727788,10/1/17,9:24,1S03,Operational,0.72,0.72,0.68,<1,<1
201727790,10/1/17,10:45,1S03B,Operational,0.73,0.75,0.68,<1,<1
201730606,10/27/17,11:29,1S03A,Operational,0.91,0.64,0.68,<1,<1
201730735,10/28/17,11:11,1S03,Operational,0.75,0.78,0.68,<1,<1
201730830,10/29/17,9:58,1S03,Operational,0.8,0.75,0.68,<1,<1
201730832,10/29/17,11:41,1S03B,Operational,0.74,0.64,0.68,<1,<1
201731133,11/1/17,9:02,1S03B,Operational,0.83,0.57,0.68,<1,<1
201731262,11/2/17,10:43,1S03,Operational,0.83,0.61,0.68,<1,<1
201731474,11/4/17,11:16,1S03A,Operational,0.99,0.58,0.68,<1,<1
201731477,11/4/17,8:53,1SCH3,Operational,0.67,0.64,0.68,<1,<1
201731735,11/7/17,11:12,1S03A,Operational,0.98,0.65,0.68,<1,<1
201731824,11/8/17,10:03,1S03A,Operational,0.99,0.55,0.68,<1,<1
201731827,11/8/17,9:17,1SCH3,Operational,0.66,0.64,0.68,<1,<1
201731961,11/9/17,10:43,1S03A,Operational,1.04,0.61,0.68,<1,<1
201731962,11/9/17,9:53,1S03B,Operational,0.79,0.58,0.68,<1,<1
201731963,11/9/17,8:59,1SCL1,Operational,0.93,0.6,0.68,<1,<1
201732758,11/17/17,9:34,1S03,Operational,0.9,0.63,0.68,<1,<1
201732759,11/17/17,11:26,1S03A,Operational,1.05,0.68,0.68,<1,<1
201732760,11/17/17,10:52,1S03B,Operational,0.78,0.65,0.68,<1,<1
201732761,11/17/17,9:08,1SCL1,Operational,0.78,0.62,0.68,<1,<1
201732762,11/17/17,8:57,1SCH3,Operational,0.69,0.74,0.68,<1,<1
201734040,11/30/17,10:43,1S03B,Operational,0.75,0.69,0.68,<1,<1
201734159,12/1/17,11:05,1S03A,Operational,0.93,0.73,0.68,<1,<1
201734161,12/1/17,9:45,1SCL1,Operational,0.76,0.74,0.68,<1,<1
201736064,12/20/17,11:41,1SCL1,Operational,0.86,0.88,0.68,<1,<1
201736375,12/23/17,11:40,1S03B,Operational,0.81,0.94,0.68,<1,<1
201814482,5/17/18,11:15,1SCL1,Operational,0.6,0.32,0.68,<1,<1
201814783,5/20/18,8:17,1SCL1,Operational,0.79,0.15,0.68,<1,<1
201815602,5/28/18,10:08,1SCL1,Operational,0.74,0.17,0.68,<1,<1
201838464,12/24/18,11:14,1SCL1,Operational,0.84,<0.10,0.68,<1,<1
201838658,12/26/18,10:14,1SCL1,Operational,0.85,<0.10,0.68,<1,<1
201838714,12/27/18,8:43,1SCH3,Operational,0.74,<0.10,0.68,<1,<1
201839073,12/31/18,8:21,1SCH3,Operational,0.71,<0.10,0.68,<1,<1
201900113,1/2/19,9:39,31650,Compliance,0.31,0.55,0.68,<1,<1
201900114,1/2/19,8:59,33550,Compliance,0.25,0.52,0.68,<1,<1
201900142,1/2/19,9:42,31050,Compliance,0.37,0.46,0.68,<1,<1
201904191,2/9/19,10:53,1S03B,Operational,0.65,0.69,0.68,<1,<1
201904372,2/12/19,8:19,1S03,Operational,0.61,0.56,0.68,<1,<1
201905532,2/24/19,9:46,1S03,Operational,0.57,0.68,0.68,<1,<1
201906252,3/3/19,9:10,1SCL1,Operational,0.8,0.11,0.68,<1,<1
201906343,3/4/19,9:10,1SCH3,Operational,0.48,0.1,0.68,<1,<1
201906443,3/5/19,8:57,16150,Compliance,0.53,0.83,0.68,<1,<1
201907011,3/11/19,12:12,1S03,Operational,0.6,0.95,0.68,<1,<1
201907062,3/11/19,11:17,1S03B,Operational,0.57,1.14,0.68,<1,<1
201907519,3/15/19,10:50,1S03,Operational,0.62,0.99,0.68,<1,<1
201907521,3/15/19,11:08,1SCH3,Operational,0.5,0.12,0.68,<1,<1
201907713,3/17/19,12:36,1SCL1,Operational,0.73,0.13,0.68,<1,<1
201912422,5/2/19,8:44,1SCL1,Operational,0.81,<0.10,0.68,<1,<1
201912536,5/3/19,9:33,1SCL1,Operational,0.79,0.17,0.68,<1,<1
201913172,5/9/19,9:59,1SCL1,Operational,0.99,0.17,0.68,<1,<1
201914256,5/20/19,10:53,1SCL1,Operational,0.8,0.13,0.68,<1,<1
201920305,7/14/19,11:11,1S03,Operational,0.68,0.57,0.68,<1,<1
201920306,7/14/19,9:04,1S03A,Operational,1.01,0.54,0.68,<1,<1
201920382,7/15/19,11:38,1SCH3,Operational,0.62,0.63,0.68,<1,<1
201920410,7/15/19,9:45,1S03A,Operational,1.03,0.63,0.68,<1,<1
201920411,7/15/19,10:45,1S03B,Operational,0.69,0.63,0.68,<1,<1
201920539,7/16/19,11:32,1S03A,Operational,1.02,0.62,0.68,<1,<1
201921847,7/27/19,10:35,1S03B,Operational,0.72,0.54,0.68,<1,<1
201921848,7/27/19,9:48,1SCH3,Operational,0.56,0.57,0.68,<1,<1
201921849,7/27/19,10:01,1SCL1,Operational,0.75,0.57,0.68,<1,<1
201921931,7/28/19,9:23,1S03,Operational,0.67,0.68,0.68,<1,<1
201922001,7/29/19,10:08,1SCH3,Operational,0.57,0.6,0.68,<1,<1
201922074,7/30/19,9:13,1SCH3,Operational,0.73,0.73,0.68,<1,<1
201922089,7/30/19,10:14,1S03B,Operational,0.78,0.6,0.68,<1,<1
201922236,7/31/19,10:14,1S03B,Operational,0.84,0.68,0.68,<1,<1
201922245,7/31/19,11:28,1SCH3,Operational,0.75,0.63,0.68,<1,<1
201926645,9/10/19,10:10,1S03,Operational,0.74,0.67,0.68,<1,<1
201926752,9/11/19,10:02,1S03B,Operational,0.71,0.69,0.68,<1,<1
201928265,9/25/19,9:39,1S03,Operational,0.82,0.7,0.68,<1,<1
201928510,9/27/19,9:44,1S03A,Operational,1.06,0.71,0.68,<1,<1
201928794,9/30/19,11:53,1SCL1,Operational,0.69,0.57,0.68,<1,<1
201929238,10/3/19,11:31,1S03A,Operational,0.94,0.77,0.68,<1,<1
201929239,10/3/19,10:55,1S03B,Operational,0.7,0.72,0.68,<1,<1
201929251,10/3/19,9:21,1S03,Operational,0.83,0.62,0.68,<1,<1
201929253,10/3/19,8:41,1SCH3,Operational,0.62,0.66,0.68,<1,<1
201929254,10/3/19,8:57,1SCL1,Operational,0.8,0.77,0.68,<1,<1
201929371,10/4/19,8:48,1S03B,Operational,0.71,0.75,0.68,<1,<1
201930311,10/12/19,8:43,1S03,Operational,0.69,0.78,0.68,<1,<1
201930312,10/12/19,10:07,1S03A,Operational,0.86,0.78,0.68,<1,<1
201930314,10/12/19,9:02,1SCH3,Resample_Operational,0.62,0.88,0.68,<1,<1
201930490,10/14/19,7:13,1SCH3,Operational,0.63,0.65,0.68,<1,<1
201930684,10/16/19,10:26,1S03A,Operational,1.04,0.68,0.68,<1,<1
201931223,10/21/19,11:42,1S03,Operational,0.79,0.65,0.68,<1,<1
201931224,10/21/19,10:08,1S03A,Operational,1.06,0.72,0.68,<1,<1
201931225,10/21/19,10:42,1S03B,Operational,0.8,0.63,0.68,<1,<1
201931226,10/21/19,11:09,1SCH3,Operational,0.68,0.63,0.68,<1,<1
201931324,10/22/19,11:23,1S03,Operational,0.69,0.59,0.68,<1,<1
201931325,10/22/19,11:47,1SCH3,Operational,0.55,0.65,0.68,<1,<1
201931388,10/22/19,9:58,1S03B,Operational,0.75,0.64,0.68,<1,<1
201931800,10/26/19,10:54,1SCL1,Operational,0.77,0.24,0.68,<1,<1
201932914,11/6/19,8:59,37950,Compliance,0.31,0.43,0.68,<1,<1
201933781,11/13/19,9:27,1S03B,Operational,0.81,0.85,0.68,<1,<1
201933961,11/15/19,11:08,1S03A,Operational,1.04,0.94,0.68,<1,<1
201934190,11/17/19,11:50,1S03,Operational,0.72,0.85,0.68,<1,<1
201934191,11/17/19,9:17,1S03A,Operational,1.03,1.02,0.68,<1,<1
201934192,11/17/19,10:21,1S03B,Operational,0.82,0.94,0.68,<1,<1
201934193,11/17/19,10:53,1SCH3,Operational,0.8,0.11,0.68,<1,<1
201935403,11/28/19,10:46,1SCH3,Operational,0.99,0.19,0.68,<1,<1
201935506,11/29/19,8:09,1SCL1,Operational,0.94,0.14,0.68,<1,<1
201935649,12/1/19,10:39,1S03B,Operational,0.79,0.68,0.68,<1,<1
201935650,12/1/19,11:41,1SCH3,Operational,0.88,<0.10,0.68,<1,<1
201935974,12/4/19,9:21,1SCL1,Operational,1.03,0.25,0.68,<1,<1
201936180,12/5/19,9:38,1S03A,Operational,1.07,0.89,0.68,<1,<1
201936186,12/5/19,9:39,1S03,Operational,0.73,0.78,0.68,<1,<1
201936188,12/5/19,10:18,1SCH3,Operational,0.58,0.96,0.68,<1,<1
202000614,1/7/20,9:34,44450,Compliance,0.5,0.59,0.68,<1,<1
202000703,1/8/20,8:18,1S03,Operational,0.77,0.72,0.68,<1,<1
202002134,1/21/20,10:09,1S03,Operational,0.67,0.63,0.68,<1,<1
202002143,1/21/20,11:46,1S03A,Operational,0.73,0.71,0.68,<1,<1
202002191,1/21/20,10:49,1S03B,Operational,0.58,0.6,0.68,<1,<1
202008051,3/18/20,8:13,1S03A,Operational,0.87,0.82,0.68,<1,<1
202008482,3/23/20,11:29,1S03,Operational,0.63,0.76,0.68,<1,<1
202008568,3/24/20,11:21,1S03,Operational,0.59,0.78,0.68,<1,<1
202008570,3/24/20,12:02,1S03B,Operational,0.71,0.91,0.68,<1,<1
202008643,3/25/20,10:35,1S03,Operational,0.42,0.83,0.68,<1,<1
202008644,3/25/20,9:23,1S03A,Operational,0.66,0.81,0.68,<1,<1
202008645,3/25/20,9:53,1S03B,Operational,0.67,0.93,0.68,<1,<1
202008647,3/25/20,11:30,1SCL1,Operational,0.63,0.85,0.68,<1,<1
202008737,3/26/20,9:02,1S03A,Operational,0.81,1.05,0.68,<1,<1
202008738,3/26/20,9:34,1S03B,Operational,0.73,0.89,0.68,<1,<1
202008739,3/26/20,9:53,1SCH3,Operational,0.61,0.84,0.68,<1,<1
202008740,3/26/20,10:08,1SCL1,Operational,0.78,0.87,0.68,<1,<1
202010547,4/21/20,9:17,1S03A,Operational,1.02,0.84,0.68,<1,<1
202021381,8/7/20,8:40,1SCH3,Operational,0.87,0.67,0.68,<1,<1
202021385,8/7/20,8:18,1S03,Operational,1.07,0.78,0.68,<1,<1
202022054,8/12/20,10:16,1S03A,Operational,1.09,0.83,0.68,<1,<1
202024536,9/1/20,9:07,31550,Compliance,0.59,0.71,0.68,<1,<1
202024565,9/1/20,10:56,20650,Compliance,0.54,0.68,0.68,<1,<1
202026040,9/14/20,10:20,1SCH3,Operational,0.72,0.82,0.68,<1,<1
202032465,11/7/20,10:13,1SCL1,Operational,0.74,0.3,0.68,<1,<1
202033238,11/14/20,9:28,1SCL1,Operational,0.85,0.11,0.68,<1,<1
202105724,2/20/21,10:54,1S03A,Operational,0.77,0.79,0.68,<1,<1
202105725,2/20/21,10:30,1S03B,Operational,0.61,0.8,0.68,<1,<1
202105817,2/21/21,11:09,1S03A,Operational,0.77,0.76,0.68,<1,<1
202105818,2/21/21,10:43,1S03B,Operational,0.65,0.78,0.68,<1,<1
202105819,2/21/21,9:43,1SCH3,Operational,0.66,0.73,0.68,<1,<1
202106243,2/25/21,8:35,1S03,Operational,0.77,0.68,0.68,<1,<1
202111328,4/11/21,10:45,1S03B,Operational,0.71,1.03,0.68,<1,<1
202111847,4/15/21,8:56,1S03B,Operational,0.68,0.93,0.68,<1,<1
202112250,4/19/21,9:26,1S03B,Operational,0.59,0.96,0.68,<1,<1
202112357,4/20/21,11:29,1S03B,Operational,0.6,0.83,0.68,<1,<1
202112609,4/22/21,9:26,1S03,Operational,0.65,0.8,0.68,<1,<1
202112611,4/22/21,10:17,1S03B,Operational,0.73,0.97,0.68,<1,<1
202115369,5/18/21,11:13,1S03A,Operational,0.84,0.89,0.68,<1,<1
202115370,5/18/21,10:43,1S03B,Operational,0.67,0.95,0.68,<1,<1
202115500,5/19/21,9:30,1S03,Operational,0.6,0.92,0.68,<1,<1
202115502,5/19/21,8:31,1S03B,Operational,0.56,0.87,0.68,<1,<1
202115989,5/24/21,8:38,1S03,Operational,0.74,1.01,0.68,<1,<1
202116683,5/31/21,8:36,1S03,Operational,0.71,0.95,0.68,<1,<1
202116687,5/31/21,9:19,1SCL1,Operational,0.84,0.16,0.68,<1,<1
202116805,6/1/21,9:56,11750,Compliance,0.37,0.14,0.68,<1,<1
202118261,6/14/21,9:58,1S03B,Operational,0.72,0.77,0.68,<1,<1
202118509,6/16/21,9:14,1S03B,Operational,0.83,0.87,0.68,<1,<1
202118616,6/17/21,11:00,1S03,Operational,0.79,0.83,0.68,<1,<1
202423933,9/10/24,10:43,31550,Compliance,0.33,0.3,0.68,<1,<1
202425215,9/22/24,11:29,1SCL1,Operational,0.79,0.1,0.68,<1,<1
202425838,9/28/24,11:06,1SCL1,Operational,0.76,0.14,0.68,<1,<1
202426029,10/1/24,1899-12-31T10:34:00.000,1S03B,Operational,0.57,0.42,0.67,<1,<1
202427150,10/12/24,1899-12-31T09:42:00.000,1SCH3,Operational,0.71,0.18,0.67,<1,<1
201655800,8/10/16,11:26,1SCL1,Operational,0.93,0.15,0.67,<1,<1
202120579,7/4/21,11:13,1SCL1,Operational,0.94,0.11,0.67,<1,<1
202126510,8/22/21,9:28,1S03,Operational,0.84,0.55,0.67,<1,<1
202126513,8/22/21,8:56,1SCH3,Operational,0.89,0.6,0.67,<1,<1
202127368,8/29/21,12:00,1S03A,Operational,0.89,0.67,0.67,<1,<1
202127577,8/31/21,10:33,1S03B,Operational,0.7,0.65,0.67,<1,<1
202137831,12/1/21,9:03,1S03,Operational,0.82,0.6,0.67,<1,<1
202137834,12/1/21,9:40,1SCL1,Operational,0.86,0.13,0.67,<1,<1
202127902,9/2/21,9:54,1S03,Operational,0.78,0.61,0.67,<1,<1
202127904,9/2/21,11:26,1S03B,Operational,0.77,0.57,0.67,<1,<1
202127905,9/2/21,10:18,1SCH3,Operational,0.77,0.68,0.67,<1,<1
202128010,9/3/21,10:06,1S03A,Operational,0.94,0.82,0.67,<1,<1
202128011,9/3/21,10:52,1S03B,Operational,0.76,0.74,0.67,<1,<1
202128303,9/7/21,11:12,20150,Compliance,0.63,0.85,0.67,<1,<1
202128304,9/7/21,10:29,20650,Compliance,0.56,2.62,0.67,<1,<1
202128311,9/7/21,10:47,27350,Compliance,0.46,0.78,0.67,<1,<1
202128316,9/7/21,8:49,16150,Compliance,0.86,0.91,0.67,<1,<1
202128335,9/7/21,9:07,30550,Compliance,0.52,0.86,0.67,<1,<1
202128336,9/7/21,9:44,31450,Compliance,0.54,0.92,0.67,<1,<1
202128337,9/7/21,10:24,31550,Compliance,0.37,0.75,0.67,<1,<1
202128347,9/7/21,12:45,77750,Compliance,0.05,0.69,0.67,<1,<1
202128348,9/7/21,9:25,79550,Compliance,0.61,0.76,0.67,<1,<1
202128351,9/7/21,9:35,36950,Compliance,0.24,0.76,0.67,<1,<1
202128354,9/7/21,10:13,40350,Compliance,0.71,0.93,0.67,<1,<1
202128373,9/7/21,9:23,1S03B,Operational,0.86,0.86,0.67,<1,<1
202128377,9/7/21,10:32,33850,Compliance,0.35,0.85,0.67,<1,<1
202128378,9/7/21,9:21,39950,Compliance,0.45,0.91,0.67,<1,<1
202128496,9/8/21,9:35,1S03B,Operational,0.86,0.83,0.67,<1,<1
202129038,9/13/21,11:48,1S03A,Operational,1.1,0.81,0.67,<1,<1
202130278,9/23/21,9:30,1S03A,Operational,0.97,0.6,0.67,<1,<1
202130492,9/25/21,8:41,1S03,Operational,0.84,0.62,0.67,<1,<1
202130569,9/26/21,9:23,1S03,Operational,0.89,0.6,0.67,<1,<1
202130571,9/26/21,10:40,1S03B,Operational,0.7,0.56,0.67,<1,<1
202130666,9/27/21,8:23,1S03,Operational,0.91,0.55,0.67,<1,<1
202130668,9/27/21,10:05,1S03B,Operational,0.73,0.53,0.67,<1,<1
202130903,9/28/21,9:25,1S03B,Operational,0.69,0.61,0.67,<1,<1
202130935,9/29/21,10:03,1S03B,Operational,0.76,0.59,0.67,<1,<1
202132491,10/13/21,11:44,1S03,Operational,0.7,0.54,0.67,<1,<1
202132492,10/13/21,9:06,1S03A,Operational,0.93,0.59,0.67,<1,<1
202132493,10/13/21,10:40,1S03B,Operational,0.86,0.57,0.67,<1,<1
202133813,10/25/21,11:59,1S03A,Operational,0.97,0.98,0.67,<1,<1
202138155,12/4/21,8:36,1S03,Operational,0.81,0.64,0.67,<1,<1
202138156,12/4/21,10:21,1S03A,Operational,0.84,0.67,0.67,<1,<1
202138248,12/5/21,8:08,1SCH3,Operational,0.67,0.1,0.67,<1,<1
202138249,12/5/21,8:19,1SCL1,Operational,0.88,0.14,0.67,<1,<1
202138346,12/6/21,9:41,1S03,Operational,0.73,0.61,0.67,<1,<1
202138347,12/6/21,11:37,1S03A,Operational,0.86,0.65,0.67,<1,<1
202138348,12/6/21,11:07,1S03B,Operational,0.69,0.63,0.67,<1,<1
202138465,12/7/21,8:44,11750,Compliance,0.21,0.14,0.67,<1,<1
202138478,12/7/21,10:49,1SCH3,Operational,0.7,0.11,0.67,<1,<1
202138479,12/7/21,11:11,1SCL1,Operational,0.89,0.11,0.67,<1,<1
202138589,12/8/21,10:34,1S03,Operational,0.82,0.59,0.67,<1,<1
202138831,12/10/21,8:53,1SCL1,Operational,0.92,0.13,0.67,<1,<1
202139177,12/14/21,10:44,1SCL1,Operational,0.74,0.15,0.67,<1,<1
202139315,12/15/21,11:45,1S03,Operational,0.67,0.6,0.67,<1,<1
202139317,12/15/21,10:05,1S03B,Operational,0.66,0.61,0.67,<1,<1
202139462,12/16/21,8:43,1S03,Operational,0.43,0.63,0.67,<1,<1
202140077,12/22/21,10:13,1SCH3,Operational,0.48,<0.10,0.67,<1,<1
202140203,12/23/21,8:37,1SCH3,Operational,0.61,<0.10,0.67,<1,<1
202140394,12/25/21,10:30,1SCH3,Operational,0.63,<0.10,0.67,<1,<1
202140484,12/26/21,8:02,1S03A,Operational,0.55,0.77,0.67,<1,<1
202140485,12/26/21,8:36,1S03B,Operational,0.46,0.62,0.67,<1,<1
202140585,12/27/21,8:54,1SCH3,Operational,0.57,0.1,0.67,<1,<1
202140586,12/27/21,9:01,1SCL1,Operational,0.82,0.14,0.67,<1,<1
202203681,2/1/22,9:34,15150,Compliance,0.25,0.96,0.67,<1,<1
202203683,2/1/22,11:16,3SC26,Operational,0.62,0.16,0.67,<1,<1
202203686,2/1/22,10:32,31750,Compliance,0.19,0.94,0.67,<1,<1
202203835,2/2/22,9:52,1S03,Operational,0.46,0.82,0.67,<1,<1
202200064,1/1/22,9:23,1SCL1,Operational,0.79,0.14,0.67,<1,<1
202200270,1/4/22,11:00,30150,Compliance,0.22,0.48,0.67,<1,<1
202200798,1/9/22,7:45,1S03A,Operational,0.45,0.79,0.67,<1,<1
202200799,1/9/22,8:16,1S03B,Operational,0.51,0.75,0.67,<1,<1
202200871,1/10/22,8:54,1S03,Operational,0.6,0.74,0.67,<1,<1
202200873,1/10/22,10:35,1S03B,Operational,0.54,0.82,0.67,<1,<1
202200995,1/11/22,10:07,1SCH3,Operational,0.47,0.11,0.67,<1,<1
202201701,1/16/22,9:00,1SCH3,Operational,0.46,0.11,0.67,<1,<1
202201702,1/16/22,9:08,1SCL1,Operational,0.48,0.16,0.67,<1,<1
202201792,1/17/22,10:16,1SCL1,Operational,0.61,0.19,0.67,<1,<1
202202013,1/19/22,11:02,1SCH3,Operational,0.57,0.12,0.67,<1,<1
202202476,1/22/22,8:15,1S03,Operational,0.75,0.88,0.67,<1,<1
202202477,1/22/22,10:38,1S03A,Operational,0.58,0.88,0.67,<1,<1
202202478,1/22/22,9:38,1S03B,Operational,0.6,0.88,0.67,<1,<1
202202480,1/22/22,8:41,1SCL1,Operational,0.64,<0.10,0.67,<1,<1
202202571,1/23/22,10:57,1S03,Operational,0.63,0.84,0.67,<1,<1
202202673,1/24/22,8:51,1S03,Operational,0.63,0.86,0.67,<1,<1
202202958,1/26/22,10:34,1SCL1,Operational,0.73,0.12,0.67,<1,<1
202203387,1/29/22,8:19,1SCH3,Operational,0.53,0.18,0.67,<1,<1
202203955,2/3/22,11:49,1S03,Operational,0.38,0.81,0.67,<1,<1
202204255,2/6/22,11:45,1S03A,Operational,0.51,0.88,0.67,<1,<1
202204343,2/7/22,8:53,1S03,Operational,0.43,0.81,0.67,<1,<1
202204442,2/8/22,10:25,1S03A,Operational,0.4,0.8,0.67,<1,<1
202204444,2/8/22,9:27,1SCL1,Operational,0.73,0.15,0.67,<1,<1
202204568,2/9/22,11:37,1S03,Operational,0.62,0.86,0.67,<1,<1
